COUNTY_NAME,STATE_NAME,FIPS,county_pop2018_18 and older,anycondition_number,Obesity_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,proportionAnyCondition,proportionObese,proportionHeartDisease,proportionCOPD,proportionDiabetes,proportionCKD
Callahan,Texas,48059,10845,5346,4023,1017,1002,1470,383,0.492946058,0.370954357,0.093775934,0.092392808,0.135546335,0.035315814
Cameron,Texas,48061,295355,149238,115484,25838,21619,53095,12401,0.505283472,0.39100066,0.087481167,0.073196662,0.179766721,0.041986762
Camp,Texas,48063,9570,4991,3723,903,880,1479,366,0.521525601,0.389028213,0.094357367,0.091954023,0.154545455,0.038244514
Carson,Texas,48065,4557,2031,1504,355,326,515,138,0.445687953,0.330041694,0.077902129,0.071538293,0.113012947,0.030283081
Cass,Texas,48067,23317,12120,8930,2393,2402,3627,929,0.519792426,0.382982373,0.102628983,0.103014968,0.155551743,0.039842175
Castro,Texas,48069,5476,2718,2086,474,415,833,201,0.496347699,0.380934989,0.086559533,0.075785245,0.152118335,0.036705625
Chambers,Texas,48071,30571,13721,11372,2051,2137,3449,864,0.448824049,0.371986523,0.067089726,0.069902849,0.112819339,0.028262078
Cherokee,Texas,48073,39222,20430,14983,3699,3743,5847,1477,0.520881138,0.382004997,0.094309316,0.095431136,0.149074499,0.037657437
Childress,Texas,48075,5848,2845,2170,450,453,713,184,0.486491108,0.371067031,0.076949384,0.07746238,0.121922025,0.031463748
Clay,Texas,48077,8357,4071,2892,792,771,1125,294,0.487136532,0.346057198,0.094770851,0.092257987,0.134617686,0.035180089
Cochran,Texas,48079,2050,1139,867,214,201,368,89,0.555609756,0.422926829,0.104390244,0.09804878,0.179512195,0.043414634
Coke,Texas,48081,2661,1324,926,288,262,404,107,0.497557309,0.347989478,0.108229989,0.098459226,0.151822623,0.040210447
Coleman,Texas,48083,6633,3427,2467,740,701,1059,275,0.516659129,0.371928238,0.111563395,0.105683703,0.159656264,0.04145937
Collin,Texas,48085,744670,256993,198827,37455,34176,68319,17085,0.345109914,0.267000148,0.050297447,0.045894154,0.091743994,0.022943049
Collingsworth,Texas,48087,2183,1084,808,208,206,321,82,0.496564361,0.370132845,0.095281722,0.094365552,0.14704535,0.037562987
Colorado,Texas,48089,16377,7953,5879,1564,1450,2465,621,0.485620077,0.358979056,0.095499786,0.088538804,0.150515968,0.037919033
Comal,Texas,48091,114699,45927,36015,8282,7530,13102,3431,0.400413256,0.313995763,0.072206384,0.065650093,0.114229418,0.029913077
Comanche,Texas,48093,10532,5170,3739,1086,1010,1576,410,0.490884922,0.355013293,0.103114318,0.095898215,0.149639195,0.038928978
Concho,Texas,48095,3767,1923,1462,335,304,563,132,0.510485798,0.388107247,0.088930183,0.080700823,0.1494558,0.035041147
Cooke,Texas,48097,30888,14449,10996,2615,2594,3947,1017,0.467786843,0.355995856,0.08466071,0.083980834,0.127784253,0.032925408
Coryell,Texas,48099,57755,25149,19232,3358,3783,5948,1508,0.435442819,0.332992814,0.058142152,0.065500822,0.102986754,0.026110293
Cottle,Texas,48101,1068,608,433,135,131,206,53,0.56928839,0.405430712,0.126404494,0.122659176,0.192883895,0.049625468
Crane,Texas,48103,3385,1547,1219,226,211,432,102,0.457016248,0.360118168,0.06676514,0.062333826,0.127621861,0.030132939
Crockett,Texas,48105,2642,1307,1012,219,185,413,96,0.494700984,0.383043149,0.082891749,0.07002271,0.156320969,0.036336109
Crosby,Texas,48107,4243,2252,1693,436,400,739,181,0.53075654,0.399010134,0.102757483,0.09427292,0.17416922,0.042658496
Culberson,Texas,48109,1704,972,763,205,174,374,88,0.570422535,0.447769953,0.120305164,0.102112676,0.219483568,0.051643192
Dallam,Texas,48111,4927,2336,1813,360,372,628,152,0.474122184,0.367972397,0.073066775,0.075502334,0.12746093,0.030850416
Dallas,Texas,48113,1948080,820238,695465,123684,122040,226524,59528,0.421049444,0.357000226,0.063490206,0.062646298,0.116280646,0.030557267
Dawson,Texas,48115,9389,5005,3868,866,825,1522,369,0.533070615,0.411971456,0.092235595,0.087868783,0.16210459,0.03930131
Deaf Smith,Texas,48117,12936,6265,5045,987,904,1870,442,0.484307359,0.389996908,0.076298701,0.069882498,0.144557823,0.034168213
Delta,Texas,48119,4109,2090,1524,417,415,608,158,0.508639572,0.370893161,0.101484546,0.10099781,0.147967875,0.038452178
Denton,Texas,48121,647068,276089,224533,32828,32932,58354,15030,0.426676949,0.347000624,0.050733462,0.050894187,0.090182176,0.023227852
DeWitt,Texas,48123,15659,7926,5950,1489,1404,2429,601,0.50616259,0.379973178,0.095089086,0.089660898,0.155118462,0.038380484
Dickens,Texas,48125,1825,943,684,187,175,279,72,0.516712329,0.374794521,0.102465753,0.095890411,0.152876712,0.039452055
Dimmit,Texas,48127,7312,4018,3100,743,604,1478,346,0.549507659,0.423960613,0.101613786,0.082603939,0.202133479,0.047319475
Donley,Texas,48129,2665,1278,930,255,242,362,97,0.479549719,0.348968105,0.095684803,0.090806754,0.135834897,0.036397749
Duval,Texas,48131,8425,4543,3505,822,640,1653,383,0.539228487,0.416023739,0.097566766,0.075964392,0.19620178,0.045459941
Eastland,Texas,48133,14380,7102,5206,1501,1490,2141,564,0.493880389,0.362030598,0.104381085,0.103616134,0.148887344,0.03922114
Ector,Texas,48135,113268,54750,46553,6840,6677,13132,3165,0.483366882,0.410998693,0.060387753,0.058948688,0.115937423,0.027942579
Edwards,Texas,48137,1492,792,565,175,144,279,69,0.530831099,0.378686327,0.117292225,0.096514745,0.186997319,0.046246649
Ellis,Texas,48139,131486,61039,47861,8363,8883,15490,3783,0.464224328,0.36400073,0.06360373,0.067558523,0.117807219,0.028771124
El Paso,Texas,48141,612758,281334,231623,40686,34602,91707,21277,0.459127421,0.378000777,0.066398154,0.056469275,0.149662673,0.034723333
Erath,Texas,48143,33739,14817,11707,2342,2403,3559,959,0.439165358,0.346987166,0.069415217,0.071223213,0.105486233,0.028424079
Falls,Texas,48145,13722,7192,5475,1321,1355,2209,547,0.524121848,0.398994316,0.096268765,0.098746538,0.160982364,0.039862994
Fannin,Texas,48147,27707,13661,10113,2431,2481,3596,932,0.493052297,0.364998015,0.08773956,0.089544159,0.129786697,0.033637709
Fayette,Texas,48149,20238,9754,7164,2070,1941,3032,784,0.481964621,0.353987548,0.102282834,0.095908687,0.149817176,0.038739006
Fisher,Texas,48151,3027,1509,1099,301,264,455,117,0.49851338,0.363065742,0.099438388,0.087215064,0.150313842,0.038652131
Floyd,Texas,48153,4265,2228,1685,418,372,705,174,0.522391559,0.395076202,0.098007034,0.087221571,0.165298945,0.040797186
Foard,Texas,48155,953,489,332,104,97,151,39,0.513116474,0.348373557,0.109129066,0.101783841,0.158447009,0.0409234
Fort Bend,Texas,48157,571354,192056,163979,29483,26032,63795,14334,0.336141867,0.287000704,0.051601984,0.045561946,0.111655821,0.025087774
Franklin,Texas,48159,8240,3820,2760,727,678,1054,278,0.463592233,0.334951456,0.088228155,0.082281553,0.127912621,0.033737864
Freestone,Texas,48161,15285,8172,5931,1499,1505,2382,596,0.534641806,0.388027478,0.098070003,0.098462545,0.155839058,0.038992476
Frio,Texas,48163,15242,7605,6112,1093,965,2211,510,0.498950269,0.400997244,0.071709749,0.063311901,0.145059703,0.033460176
Gaines,Texas,48165,13399,6531,5172,970,1056,1697,412,0.487424435,0.385998955,0.072393462,0.078811852,0.126651243,0.030748563
Galveston,Texas,48167,255997,113161,89087,17168,16966,32399,7860,0.442040336,0.348000172,0.067063286,0.066274214,0.126560077,0.030703485
Garza,Texas,48169,5463,2607,2038,395,396,683,165,0.477210324,0.373055098,0.072304595,0.072487644,0.125022881,0.030203185
Gillespie,Texas,48171,21455,10293,7273,2173,1835,3012,817,0.47974831,0.338988581,0.101281753,0.085527849,0.140386856,0.038079702
Glasscock,Texas,48173,1025,491,378,84,80,134,34,0.47902439,0.368780488,0.08195122,0.07804878,0.130731707,0.033170732
Goliad,Texas,48175,5963,3059,2218,566,504,921,228,0.512996814,0.371960423,0.094918665,0.084521214,0.154452457,0.038235787
Gonzales,Texas,48177,15205,7818,5930,1387,1320,2379,577,0.514172969,0.390003288,0.091219993,0.086813548,0.15646169,0.037948043
Gray,Texas,48179,16265,8475,6262,1475,1476,2334,577,0.521057485,0.384998463,0.090685521,0.090747003,0.143498309,0.035474946
Grayson,Texas,48181,102149,49725,37284,8434,8574,12980,3351,0.486788906,0.364996231,0.082565664,0.083936211,0.127069281,0.03280502
Gregg,Texas,48183,91756,45063,35877,7521,7748,12577,3179,0.491117747,0.391004403,0.081967392,0.084441344,0.137070055,0.034646236
Grimes,Texas,48185,21989,11724,8752,2113,2106,3409,833,0.533175679,0.39801719,0.096093501,0.09577516,0.155032061,0.037882578
Guadalupe,Texas,48187,122676,56504,44409,7948,7520,14653,3503,0.460595389,0.362002348,0.064788549,0.061299684,0.119444716,0.028554893
Hale,Texas,48189,24670,12481,9597,1918,1792,3492,838,0.505918119,0.389014998,0.077746251,0.072638833,0.141548439,0.033968383
Hall,Texas,48191,2334,1348,969,308,293,464,120,0.577549272,0.415167095,0.131962296,0.125535561,0.198800343,0.051413882
Hamilton,Texas,48193,6611,3427,2413,724,694,992,266,0.51837846,0.364997731,0.109514446,0.104976554,0.150052942,0.04023597
Hansford,Texas,48195,3869,1970,1517,351,351,572,143,0.509175498,0.39209098,0.090721117,0.090721117,0.14784182,0.036960455
Hardeman,Texas,48197,3085,1552,1160,319,309,474,122,0.503079417,0.376012966,0.103403566,0.100162075,0.153646677,0.039546191
Hardin,Texas,48199,43152,19766,15319,3481,3674,5123,1349,0.458055247,0.355000927,0.080668335,0.085140897,0.118719874,0.031261587
Harris,Texas,48201,3446935,1572384,1251237,214400,205605,460821,102160,0.456168741,0.362999883,0.062200187,0.059648644,0.133690075,0.029637925
Harrison,Texas,48203,49861,25401,17900,4276,4356,7099,1766,0.509436233,0.358998014,0.085758408,0.087362869,0.142375805,0.035418463
Hartley,Texas,48205,4435,2001,1548,310,296,491,123,0.451183766,0.349041714,0.069898534,0.066741826,0.110710259,0.027733935
Haskell,Texas,48207,4730,2483,1807,498,487,738,191,0.524947146,0.382029598,0.105285412,0.102959831,0.15602537,0.04038055
Hays,Texas,48209,171450,67042,55721,9355,9209,16168,4227,0.391029455,0.324998542,0.054564013,0.053712453,0.094301546,0.024654418
Hemphill,Texas,48211,2649,1271,962,216,219,342,86,0.4798037,0.363155908,0.081540204,0.082672707,0.129105323,0.032465081
Henderson,Texas,48213,64575,35206,24538,6615,6692,9719,2494,0.545195509,0.379992257,0.102439024,0.103631436,0.150507162,0.038621758
Hidalgo,Texas,48215,583974,319830,258117,46347,39531,100541,23101,0.547678493,0.442000843,0.079364835,0.067693082,0.172166912,0.039558268
Hill,Texas,48217,27859,14733,11116,2662,2615,4050,1032,0.528841667,0.399009297,0.095552604,0.093865537,0.145374924,0.037043684
Hockley,Texas,48219,17065,8124,6246,1341,1310,2306,570,0.476062115,0.366012306,0.078581893,0.076765309,0.135130384,0.033401699
Hood,Texas,48221,47632,23089,16433,4358,4057,6237,1654,0.484737151,0.34499916,0.091493114,0.085173833,0.130941384,0.034724555
Hopkins,Texas,48223,27742,13891,10625,2507,2559,3857,984,0.500720929,0.382993295,0.090368394,0.092242809,0.139031072,0.035469685
Houston,Texas,48225,18569,9989,7279,2108,2068,3339,825,0.537939577,0.391997415,0.113522538,0.11136841,0.179815822,0.044428887
Howard,Texas,48227,28642,14072,11314,2203,2159,3867,920,0.491306473,0.395014315,0.07691502,0.075378814,0.135011522,0.032120662
Hudspeth,Texas,48229,3779,2097,1663,343,309,652,154,0.554908706,0.440063509,0.090764753,0.081767663,0.172532416,0.040751522
Hunt,Texas,48231,73310,36713,27125,6117,6327,9447,2413,0.500791161,0.370004092,0.083440186,0.086304733,0.128863729,0.032915018
Hutchinson,Texas,48233,15755,7583,5908,1342,1339,2058,526,0.481307521,0.374992066,0.085179308,0.084988892,0.130625198,0.033386227
Irion,Texas,48235,1187,563,417,103,94,162,41,0.474304971,0.351305813,0.086773378,0.079191238,0.136478517,0.034540859
Jack,Texas,48237,6919,3304,2463,612,643,897,230,0.477525654,0.355976297,0.088452088,0.092932505,0.129643012,0.033241798
Jackson,Texas,48239,11090,5354,4026,936,876,1508,377,0.482777277,0.363029757,0.084400361,0.078990081,0.135978359,0.03399459
Jasper,Texas,48241,27261,15256,11313,2676,2745,4135,1031,0.559627306,0.414988445,0.09816221,0.100693298,0.15168189,0.037819596
Jeff Davis,Texas,48243,2078,1042,736,223,181,342,87,0.501443696,0.354186718,0.107314726,0.087102984,0.164581328,0.04186718
Jefferson,Texas,48245,193820,109233,83730,15076,15061,27792,6757,0.56357961,0.431998762,0.07778351,0.077706119,0.143390775,0.034862243
Jim Hogg,Texas,48247,3635,1972,1530,350,264,725,166,0.542503439,0.42090784,0.096286107,0.072627235,0.199449794,0.045667125
Jim Wells,Texas,48249,29474,15173,11790,2477,2071,4969,1146,0.514792699,0.400013571,0.084040171,0.070265319,0.168589265,0.038881726
Johnson,Texas,48251,126820,61261,47177,9213,9763,15229,3757,0.483054723,0.371999685,0.07264627,0.076983126,0.120083583,0.029624665
Jones,Texas,48253,16405,8290,6398,1355,1363,2184,537,0.50533374,0.390003048,0.082596769,0.083084425,0.133130143,0.032733923
Karnes,Texas,48255,12303,6085,4724,941,873,1673,405,0.494594814,0.383971389,0.07648541,0.070958303,0.135983094,0.0329188
Kaufman,Texas,48257,92966,43786,35327,6255,6634,10967,2664,0.470989394,0.379999139,0.067282662,0.071359422,0.117967859,0.028655638
Kendall,Texas,48259,35137,15516,11982,2486,2194,3927,1020,0.441585793,0.341008054,0.070751629,0.062441301,0.11176253,0.029029228
Kenedy,Texas,48261,322,176,131,35,32,64,15,0.546583851,0.406832298,0.108695652,0.099378882,0.198757764,0.046583851
Kent,Texas,48263,573,275,192,56,51,81,22,0.479930192,0.335078534,0.097731239,0.089005236,0.141361257,0.038394415
Kerr,Texas,48265,42343,20395,14439,4304,3754,6168,1652,0.481661668,0.341000874,0.101646081,0.088656921,0.145667525,0.039014713
Kimble,Texas,48267,3596,1891,1341,417,377,599,156,0.525862069,0.372914349,0.11596218,0.10483871,0.166573971,0.043381535
King,Texas,48269,207,93,68,17,16,25,7,0.449275362,0.328502415,0.082125604,0.077294686,0.120772947,0.033816425
Kinney,Texas,48271,3057,1673,1235,356,302,576,144,0.547268564,0.403990841,0.11645404,0.098789663,0.18842002,0.047105005
Kleberg,Texas,48273,23589,10851,8775,1570,1318,3107,758,0.460002544,0.371995422,0.066556446,0.0558735,0.131713934,0.032133622
Knox,Texas,48275,2688,1265,952,260,245,405,104,0.470610119,0.354166667,0.09672619,0.091145833,0.150669643,0.038690476
Lamar,Texas,48277,37895,19135,13907,3579,3686,5416,1400,0.504947882,0.366987729,0.094445177,0.097268769,0.14292123,0.036944188
Lamb,Texas,48279,9500,5028,3790,958,892,1620,401,0.529263158,0.398947368,0.100842105,0.093894737,0.170526316,0.042210526
Lampasas,Texas,48281,16537,8188,6019,1440,1374,2238,566,0.495132128,0.3639717,0.087077463,0.083086412,0.13533289,0.03422628
La Salle,Texas,48283,6053,2810,2276,402,334,824,192,0.464232612,0.376011895,0.066413349,0.05517925,0.136130844,0.031719808
Lavaca,Texas,48285,15359,7426,5437,1461,1382,2143,560,0.483495019,0.353994401,0.09512338,0.089979816,0.139527313,0.036460707
Lee,Texas,48287,13394,6632,4862,1201,1202,1909,480,0.495147081,0.362998357,0.089667015,0.089741675,0.142526504,0.035836942
Leon,Texas,48289,13384,6485,4818,1478,1430,2142,556,0.484533772,0.359982068,0.110430365,0.106843993,0.160041841,0.04154214
Liberty,Texas,48291,63455,32693,25445,4975,5539,8443,2047,0.515215507,0.40099283,0.078402017,0.087290206,0.133054921,0.032259081
Limestone,Texas,48293,18252,9655,7502,1830,1829,2866,729,0.528983125,0.411023449,0.100262985,0.100208196,0.157023888,0.039940828
Lipscomb,Texas,48295,2488,1202,906,219,211,332,86,0.483118971,0.36414791,0.088022508,0.084807074,0.133440514,0.034565916
Live Oak,Texas,48297,9746,4881,3655,929,854,1467,367,0.50082085,0.375025652,0.095321157,0.087625693,0.150523292,0.037656474
Llano,Texas,48299,18288,9093,6145,2211,1935,2918,800,0.497211286,0.336012686,0.12089895,0.105807087,0.15955818,0.043744532
Loving,Texas,48301,100,47,38,7,8,11,3,0.47,0.38,0.07,0.08,0.11,0.03
Lubbock,Texas,48303,234124,94573,75388,14926,14860,25823,6693,0.403944064,0.322000308,0.063752541,0.063470639,0.110296253,0.028587415
Lynn,Texas,48305,4303,2246,1704,418,387,699,172,0.521961422,0.396002789,0.097141529,0.089937253,0.162444806,0.039972112
McCulloch,Texas,48307,6216,3045,2250,613,572,948,241,0.489864865,0.361969112,0.098616474,0.092020592,0.152509653,0.038770914
McLennan,Texas,48309,191746,84638,69987,14230,14450,24021,6123,0.441406861,0.364998488,0.074212761,0.075360112,0.125275104,0.03193287
McMullen,Texas,48311,609,288,211,56,44,88,22,0.472906404,0.346469622,0.091954023,0.072249589,0.144499179,0.036124795
Madison,Texas,48313,11370,5423,4093,877,894,1420,360,0.476956904,0.35998241,0.077132806,0.078627968,0.124890062,0.031662269
Marion,Texas,48315,8132,4457,3285,960,948,1481,370,0.548081653,0.403959666,0.11805214,0.116576488,0.18212002,0.045499262
Martin,Texas,48317,3964,1849,1475,279,277,494,120,0.466448032,0.37209889,0.070383451,0.06987891,0.124621594,0.030272452
Mason,Texas,48319,3385,1710,1198,371,326,531,140,0.505169867,0.353914328,0.109601182,0.096307238,0.156868538,0.041358936
Matagorda,Texas,48321,27228,14206,11027,2492,2369,4317,1043,0.521742324,0.404987513,0.091523432,0.087006023,0.158550022,0.038306155
Maverick,Texas,48323,40239,21160,16941,3264,2701,7131,1632,0.525857998,0.421009468,0.081115336,0.067123934,0.177216134,0.040557668
Medina,Texas,48325,39169,19399,14963,3014,2672,5424,1280,0.495264112,0.382011284,0.076948607,0.068217213,0.138476857,0.032678904
Menard,Texas,48327,1761,887,615,198,163,295,75,0.503691085,0.34923339,0.112436116,0.092561045,0.167518455,0.042589438
Midland,Texas,48329,123312,54263,46735,6852,6722,12594,3134,0.440046386,0.378997989,0.055566368,0.054512132,0.102131179,0.025415207
Milam,Texas,48331,18945,10021,7407,1879,1820,2935,733,0.52895223,0.390973872,0.099181842,0.096067564,0.154922143,0.038690947
Mills,Texas,48333,3913,1970,1381,451,418,624,166,0.503450038,0.352926144,0.115256836,0.106823409,0.159468439,0.042422694
Mitchell,Texas,48335,6394,3086,2385,475,466,812,198,0.482639975,0.373005943,0.074288395,0.072880826,0.126994057,0.030966531
Montague,Texas,48337,15142,7509,5481,1490,1474,2078,554,0.495905429,0.361973319,0.098401796,0.097345133,0.137234183,0.036586977
Montgomery,Texas,48339,435191,177437,147965,28102,27802,46565,11942,0.407722127,0.340000138,0.064573946,0.063884593,0.106998996,0.027440825
Moore,Texas,48341,14612,7114,5596,1081,1058,1997,472,0.486860115,0.382972899,0.07398029,0.072406241,0.136668492,0.032302217
Morris,Texas,48343,9525,4953,3667,925,897,1467,371,0.52,0.384986877,0.097112861,0.094173228,0.154015748,0.038950131
Motley,Texas,48345,989,504,346,112,100,155,41,0.509605662,0.349848332,0.113245703,0.101112235,0.156723964,0.041456016
Nacogdoches,Texas,48347,50468,24062,18370,3880,4121,6505,1636,0.476777364,0.363993025,0.076880399,0.081655703,0.128893556,0.032416581
Navarro,Texas,48349,36426,19328,13878,3289,3357,5521,1354,0.530610004,0.380991599,0.090292648,0.092159447,0.151567562,0.037171251
Newton,Texas,48351,10964,6051,4386,1120,1172,1730,434,0.551897118,0.400036483,0.102152499,0.106895294,0.157789128,0.039584093
